time,parent,analyte,matrix,conc,replicate,microMexp
0,Fipronil,Fip Sulfone,microsomes,1.040314018,3,50
15,Fipronil,Fip Sulfone,microsomes,1.531183402,1,50
15,Fipronil,Fip Sulfone,microsomes,0.7015224,2,50
15,Fipronil,Fip Sulfone,microsomes,0.633657965,3,50
30,Fipronil,Fip Sulfone,microsomes,0.584525154,1,50
30,Fipronil,Fip Sulfone,microsomes,0.82789851,2,50
30,Fipronil,Fip Sulfone,microsomes,0.889875096,3,50
60,Fipronil,Fip Sulfone,microsomes,1.135727445,1,50
60,Fipronil,Fip Sulfone,microsomes,1.255430288,2,50
60,Fipronil,Fip Sulfone,microsomes,0.661992528,3,50
90,Fipronil,Fip Sulfone,microsomes,1.595923434,1,50
90,Fipronil,Fip Sulfone,microsomes,1.538868851,3,50
0,Fipronil,Fip Sulfone,microsomes,0.008770252,1,75
0,Fipronil,Fip Sulfone,microsomes,0.018719868,2,75
0,Fipronil,Fip Sulfone,microsomes,0.011112259,3,75
15,Fipronil,Fip Sulfone,microsomes,0.263848309,1,75
15,Fipronil,Fip Sulfone,microsomes,0.275508269,2,75
15,Fipronil,Fip Sulfone,microsomes,0.274084452,3,75
30,Fipronil,Fip Sulfone,microsomes,0.451610926,1,75
30,Fipronil,Fip Sulfone,microsomes,0.474347788,2,75
30,Fipronil,Fip Sulfone,microsomes,0.649283533,3,75
60,Fipronil,Fip Sulfone,microsomes,0.766822227,2,75
60,Fipronil,Fip Sulfone,microsomes,0.798666758,3,75
90,Fipronil,Fip Sulfone,microsomes,0.965006564,1,75
90,Fipronil,Fip Sulfone,microsomes,0.923280908,2,75
90,Fipronil,Fip Sulfone,microsomes,1.076886237,3,75
0,Fipronil,Fip Sulfone,microsomes,0,1,100
0,Fipronil,Fip Sulfone,microsomes,0.062492993,2,100
0,Fipronil,Fip Sulfone,microsomes,0.018577993,3,100
15,Fipronil,Fip Sulfone,microsomes,0.354399846,1,100
15,Fipronil,Fip Sulfone,microsomes,0.356555348,2,100
15,Fipronil,Fip Sulfone,microsomes,0.245970557,3,100
30,Fipronil,Fip Sulfone,microsomes,0.029234365,1,100
30,Fipronil,Fip Sulfone,microsomes,0.047299497,2,100
30,Fipronil,Fip Sulfone,microsomes,0.589482892,3,100
60,Fipronil,Fip Sulfone,microsomes,0.80911051,1,100
60,Fipronil,Fip Sulfone,microsomes,0.702975839,2,100
60,Fipronil,Fip Sulfone,microsomes,0.619265376,3,100
90,Fipronil,Fip Sulfone,microsomes,0.948944808,1,100
90,Fipronil,Fip Sulfone,microsomes,1.012104281,2,100
90,Fipronil,Fip Sulfone,microsomes,0.99641886,3,100
0,Fipronil,Fip Sulfone,microsomes,0.026799093,1,125
0,Fipronil,Fip Sulfone,microsomes,0.047725018,2,125
0,Fipronil,Fip Sulfone,microsomes,0.001684607,3,125
15,Fipronil,Fip Sulfone,microsomes,0.598927027,1,125
15,Fipronil,Fip Sulfone,microsomes,0.251459439,2,125
15,Fipronil,Fip Sulfone,microsomes,0.534784324,3,125
30,Fipronil,Fip Sulfone,microsomes,0.611779761,1,125
30,Fipronil,Fip Sulfone,microsomes,0.672830973,2,125
30,Fipronil,Fip Sulfone,microsomes,0.845729752,3,125
60,Fipronil,Fip Sulfone,microsomes,1.024609092,1,125
60,Fipronil,Fip Sulfone,microsomes,0.937279841,2,125
60,Fipronil,Fip Sulfone,microsomes,1.119582432,3,125
90,Fipronil,Fip Sulfone,microsomes,1.176188941,1,125
90,Fipronil,Fip Sulfone,microsomes,1.478442217,2,125
90,Fipronil,Fip Sulfone,microsomes,1.6878732,3,125
0,Fipronil,Fip Sulfone,microsomes,0.17573091,1,150
0,Fipronil,Fip Sulfone,microsomes,0.126528998,2,150
0,Fipronil,Fip Sulfone,microsomes,0.078924326,3,150
15,Fipronil,Fip Sulfone,microsomes,0.001048481,1,150
15,Fipronil,Fip Sulfone,microsomes,0.446496465,2,150
15,Fipronil,Fip Sulfone,microsomes,0.452337061,3,150
30,Fipronil,Fip Sulfone,microsomes,0.747973198,1,150
30,Fipronil,Fip Sulfone,microsomes,0.458731246,2,150
30,Fipronil,Fip Sulfone,microsomes,0.920372618,3,150
60,Fipronil,Fip Sulfone,microsomes,0.94199132,1,150
60,Fipronil,Fip Sulfone,microsomes,0.884966572,2,150
60,Fipronil,Fip Sulfone,microsomes,0.673385006,3,150
90,Fipronil,Fip Sulfone,microsomes,1.145508947,1,150
90,Fipronil,Fip Sulfone,microsomes,,2,150
90,Fipronil,Fip Sulfone,microsomes,1.186552367,3,150
0,Fipronil,Fip Sulfone,microsomes,0,1,200
0,Fipronil,Fip Sulfone,microsomes,0.139500206,2,200
0,Fipronil,Fip Sulfone,microsomes,0,3,200
15,Fipronil,Fip Sulfone,microsomes,0.921840151,1,200
15,Fipronil,Fip Sulfone,microsomes,1.265455207,2,200
15,Fipronil,Fip Sulfone,microsomes,0.083794693,3,200
30,Fipronil,Fip Sulfone,microsomes,1.758009212,1,200
30,Fipronil,Fip Sulfone,microsomes,1.131761977,2,200
30,Fipronil,Fip Sulfone,microsomes,2.14032494,3,200
60,Fipronil,Fip Sulfone,microsomes,3.119569212,1,200
60,Fipronil,Fip Sulfone,microsomes,5.219960219,2,200
60,Fipronil,Fip Sulfone,microsomes,3.68483357,3,200
90,Fipronil,Fip Sulfone,microsomes,4.382618411,1,200
90,Fipronil,Fip Sulfone,microsomes,4.121095689,2,200
90,Fipronil,Fip Sulfone,microsomes,4.42249183,3,200
0,Fipronil,Fip Sulfone,microsomes,0,1,250
0,Fipronil,Fip Sulfone,microsomes,0,2,250
0,Fipronil,Fip Sulfone,microsomes,0,3,250
15,Fipronil,Fip Sulfone,microsomes,0.196637529,1,250
15,Fipronil,Fip Sulfone,microsomes,0.241543415,2,250
15,Fipronil,Fip Sulfone,microsomes,0.072809551,3,250
30,Fipronil,Fip Sulfone,microsomes,0.455594801,1,250
30,Fipronil,Fip Sulfone,microsomes,0.755341586,2,250
30,Fipronil,Fip Sulfone,microsomes,0.808854432,3,250
60,Fipronil,Fip Sulfone,microsomes,1.296083288,1,250
60,Fipronil,Fip Sulfone,microsomes,0.819332472,2,250
60,Fipronil,Fip Sulfone,microsomes,1.012053563,3,250
90,Fipronil,Fip Sulfone,microsomes,1.174088966,1,250
90,Fipronil,Fip Sulfone,microsomes,1.085025627,2,250
90,Fipronil,Fip Sulfone,microsomes,1.682273901,3,250
0,Triadimefon,TDL A,microsomes,0.776869584,1,0.68
0,Triadimefon,TDL A,microsomes,0.395237886,2,0.68
0,Triadimefon,TDL A,microsomes,2.220388898,3,0.68
15,Triadimefon,TDL A,microsomes,0.124349504,1,0.68
15,Triadimefon,TDL A,microsomes,0.14627783,2,0.68
15,Triadimefon,TDL A,microsomes,0.089752887,3,0.68
30,Triadimefon,TDL A,microsomes,0.107638677,1,0.68
30,Triadimefon,TDL A,microsomes,0.159434476,2,0.68
30,Triadimefon,TDL A,microsomes,0.159787554,3,0.68
60,Triadimefon,TDL A,microsomes,0.099828091,1,0.68
60,Triadimefon,TDL A,microsomes,0.225228369,2,0.68
60,Triadimefon,TDL A,microsomes,0.139329405,3,0.68
90,Triadimefon,TDL A,microsomes,0.072482112,1,0.68
90,Triadimefon,TDL A,microsomes,0.09994686,2,0.68
90,Triadimefon,TDL A,microsomes,0.061506341,3,0.68
0,Triadimefon,TDL A,microsomes,0.964686974,1,10
0,Triadimefon,TDL A,microsomes,0.95171618,2,10
0,Triadimefon,TDL A,microsomes,0.951349197,3,10
15,Triadimefon,TDL A,microsomes,0.562008549,1,10
15,Triadimefon,TDL A,microsomes,0.514503123,2,10
15,Triadimefon,TDL A,microsomes,0.553400833,3,10
30,Triadimefon,TDL A,microsomes,0.914781067,1,10
30,Triadimefon,TDL A,microsomes,0.896944628,2,10
30,Triadimefon,TDL A,microsomes,0.854682343,3,10
60,Triadimefon,TDL A,microsomes,0.640465968,1,10
60,Triadimefon,TDL A,microsomes,1.46510307,2,10
60,Triadimefon,TDL A,microsomes,1.529173181,3,10
90,Triadimefon,TDL A,microsomes,1.670981262,1,10
90,Triadimefon,TDL A,microsomes,1.594325825,2,10
90,Triadimefon,TDL A,microsomes,1.598291535,3,10
0,Triadimefon,TDL A,microsomes,0.504235051,1,2.89
0,Triadimefon,TDL A,microsomes,0.597387774,2,2.89
0,Triadimefon,TDL A,microsomes,0.684729101,3,2.89
15,Triadimefon,TDL A,microsomes,0.587769932,1,2.89
15,Triadimefon,TDL A,microsomes,0.500911907,2,2.89
15,Triadimefon,TDL A,microsomes,2.390614252,3,2.89
30,Triadimefon,TDL A,microsomes,0.732569141,1,2.89
30,Triadimefon,TDL A,microsomes,0.819349521,2,2.89
30,Triadimefon,TDL A,microsomes,0.882196657,3,2.89
60,Triadimefon,TDL A,microsomes,1.272480799,1,2.89
60,Triadimefon,TDL A,microsomes,1.332879865,2,2.89
60,Triadimefon,TDL A,microsomes,1.171215513,3,2.89
90,Triadimefon,TDL A,microsomes,1.284978616,1,2.89
90,Triadimefon,TDL A,microsomes,1.466507839,2,2.89
0,Triadimefon,TDL A,microsomes,4.958654666,1,50
0,Triadimefon,TDL A,microsomes,5.087523701,2,50
0,Triadimefon,TDL A,microsomes,4.465832565,3,50
15,Triadimefon,TDL A,microsomes,2.366202494,1,50
15,Triadimefon,TDL A,microsomes,2.316676352,2,50
15,Triadimefon,TDL A,microsomes,2.98040696,3,50
30,Triadimefon,TDL A,microsomes,2.746818134,1,50
30,Triadimefon,TDL A,microsomes,3.431666105,2,50
30,Triadimefon,TDL A,microsomes,3.294563534,3,50
60,Triadimefon,TDL A,microsomes,3.820882667,1,50
60,Triadimefon,TDL A,microsomes,4.627112685,2,50
60,Triadimefon,TDL A,microsomes,4.219456142,3,50
90,Triadimefon,TDL A,microsomes,4.7035697,1,50
90,Triadimefon,TDL A,microsomes,4.419483485,2,50
90,Triadimefon,TDL A,microsomes,4.677842802,3,50
0,Triadimefon,TDL A,microsomes,2.568919585,1,75
0,Triadimefon,TDL A,microsomes,2.306987426,2,75
0,Triadimefon,TDL A,microsomes,2.580318005,3,75
15,Triadimefon,TDL A,microsomes,2.219185884,1,75
15,Triadimefon,TDL A,microsomes,2.155328801,2,75
15,Triadimefon,TDL A,microsomes,2.202708256,3,75
30,Triadimefon,TDL A,microsomes,2.811019032,1,75
30,Triadimefon,TDL A,microsomes,2.229132105,2,75
30,Triadimefon,TDL A,microsomes,2.319209877,3,75
60,Triadimefon,TDL A,microsomes,3.438186485,1,75
60,Triadimefon,TDL A,microsomes,3.239731804,2,75
60,Triadimefon,TDL A,microsomes,3.112249253,3,75
90,Triadimefon,TDL A,microsomes,3.973569475,1,75
90,Triadimefon,TDL A,microsomes,3.922150065,2,75
90,Triadimefon,TDL A,microsomes,3.990347195,3,75
0,Triadimefon,TDL A,microsomes,3.426769825,1,100
0,Triadimefon,TDL A,microsomes,4.801627038,2,100
0,Triadimefon,TDL A,microsomes,5.167321476,3,100
15,Triadimefon,TDL A,microsomes,2.973173898,1,100
15,Triadimefon,TDL A,microsomes,4.278761105,2,100
15,Triadimefon,TDL A,microsomes,5.203600328,3,100
30,Triadimefon,TDL A,microsomes,3.752087918,1,100
30,Triadimefon,TDL A,microsomes,4.489689601,2,100
30,Triadimefon,TDL A,microsomes,4.3820044,3,100
60,Triadimefon,TDL A,microsomes,4.18858056,1,100
60,Triadimefon,TDL A,microsomes,4.787062374,2,100
60,Triadimefon,TDL A,microsomes,4.819935077,3,100
90,Triadimefon,TDL A,microsomes,5.229225315,1,100
90,Triadimefon,TDL A,microsomes,5.541134166,2,100
90,Triadimefon,TDL A,microsomes,5.363637277,3,100
0,Triadimefon,TDL A,microsomes,2.777271491,1,125
0,Triadimefon,TDL A,microsomes,5.313869486,2,125
0,Triadimefon,TDL A,microsomes,5.064521305,3,125
15,Triadimefon,TDL A,microsomes,3.664975002,1,125
15,Triadimefon,TDL A,microsomes,5.128116042,2,125
15,Triadimefon,TDL A,microsomes,3.342678541,3,125
30,Triadimefon,TDL A,microsomes,3.909877303,1,125
30,Triadimefon,TDL A,microsomes,3.131834777,2,125
30,Triadimefon,TDL A,microsomes,6.184369077,3,125
60,Triadimefon,TDL A,microsomes,5.034115174,1,125
60,Triadimefon,TDL A,microsomes,6.997125798,2,125
60,Triadimefon,TDL A,microsomes,5.513028895,3,125
90,Triadimefon,TDL A,microsomes,5.609126979,1,125
90,Triadimefon,TDL A,microsomes,6.565737598,2,125
90,Triadimefon,TDL A,microsomes,6.051117386,3,125
0,Triadimefon,TDL A,microsomes,4.971974528,1,150
0,Triadimefon,TDL A,microsomes,4.282559204,2,150
0,Triadimefon,TDL A,microsomes,4.289935015,3,150
15,Triadimefon,TDL A,microsomes,4.690841414,1,150
15,Triadimefon,TDL A,microsomes,4.417155339,2,150
15,Triadimefon,TDL A,microsomes,6.21277087,3,150
30,Triadimefon,TDL A,microsomes,3.839544319,1,150
30,Triadimefon,TDL A,microsomes,4.519625245,2,150
30,Triadimefon,TDL A,microsomes,6.760429619,3,150
60,Triadimefon,TDL A,microsomes,7.2240805,1,150
60,Triadimefon,TDL A,microsomes,3.468203577,2,150
60,Triadimefon,TDL A,microsomes,4.462789205,3,150
90,Triadimefon,TDL A,microsomes,8.035064896,1,150
90,Triadimefon,TDL A,microsomes,8.748204845,2,150
90,Triadimefon,TDL A,microsomes,7.504701282,3,150
0,Triadimefon,TDL A,microsomes,13.83186168,1,250
0,Triadimefon,TDL A,microsomes,18.22611755,3,250
15,Triadimefon,TDL A,microsomes,17.81066063,1,250
15,Triadimefon,TDL A,microsomes,14.08273374,3,250
30,Triadimefon,TDL A,microsomes,20.76679639,1,250
30,Triadimefon,TDL A,microsomes,16.9957259,3,250
60,Triadimefon,TDL A,microsomes,18.08230553,1,250
60,Triadimefon,TDL A,microsomes,16.51635254,2,250
60,Triadimefon,TDL A,microsomes,17.9065353,3,250
90,Triadimefon,TDL A,microsomes,19.61630031,1,250
90,Triadimefon,TDL A,microsomes,17.39520371,3,250
0,Triadimefon,TDL B,microsomes,0.285757105,1,0.68
0,Triadimefon,TDL B,microsomes,0.146483192,2,0.68
0,Triadimefon,TDL B,microsomes,0.792173926,3,0.68
15,Triadimefon,TDL B,microsomes,0.159849035,1,0.68
15,Triadimefon,TDL B,microsomes,0.171671782,2,0.68
15,Triadimefon,TDL B,microsomes,0.137258352,3,0.68
30,Triadimefon,TDL B,microsomes,0.135498718,1,0.68
30,Triadimefon,TDL B,microsomes,0.166579942,2,0.68
30,Triadimefon,TDL B,microsomes,0.160555121,3,0.68
60,Triadimefon,TDL B,microsomes,0.085155894,1,0.68
60,Triadimefon,TDL B,microsomes,0.137641779,2,0.68
60,Triadimefon,TDL B,microsomes,0.101223849,3,0.68
90,Triadimefon,TDL B,microsomes,0.041122976,1,0.68
90,Triadimefon,TDL B,microsomes,0.056120989,2,0.68
90,Triadimefon,TDL B,microsomes,0.040770384,3,0.68
0,Triadimefon,TDL B,microsomes,0.525255948,1,10
0,Triadimefon,TDL B,microsomes,0.525187009,2,10
0,Triadimefon,TDL B,microsomes,0.531029336,3,10
15,Triadimefon,TDL B,microsomes,0.540578005,1,10
15,Triadimefon,TDL B,microsomes,0.535327972,2,10
15,Triadimefon,TDL B,microsomes,0.549947891,3,10
30,Triadimefon,TDL B,microsomes,0.963906807,1,10
30,Triadimefon,TDL B,microsomes,0.939249694,2,10
30,Triadimefon,TDL B,microsomes,0.8832653,3,10
60,Triadimefon,TDL B,microsomes,0.462660817,1,10
60,Triadimefon,TDL B,microsomes,1.424227752,2,10
60,Triadimefon,TDL B,microsomes,1.466547242,3,10
90,Triadimefon,TDL B,microsomes,1.470094516,1,10
90,Triadimefon,TDL B,microsomes,1.424845158,2,10
90,Triadimefon,TDL B,microsomes,1.471282702,3,10
0,Triadimefon,TDL B,microsomes,0.200115219,1,2.89
0,Triadimefon,TDL B,microsomes,0.242152252,2,2.89
0,Triadimefon,TDL B,microsomes,0.309582528,3,2.89
15,Triadimefon,TDL B,microsomes,0.502687773,1,2.89
15,Triadimefon,TDL B,microsomes,0.443748362,2,2.89
15,Triadimefon,TDL B,microsomes,1.739413295,3,2.89
30,Triadimefon,TDL B,microsomes,0.631006803,1,2.89
30,Triadimefon,TDL B,microsomes,0.676925019,2,2.89
30,Triadimefon,TDL B,microsomes,0.712219102,3,2.89
60,Triadimefon,TDL B,microsomes,0.887492395,1,2.89
60,Triadimefon,TDL B,microsomes,0.922424215,2,2.89
60,Triadimefon,TDL B,microsomes,0.774293903,3,2.89
90,Triadimefon,TDL B,microsomes,0.733501521,1,2.89
90,Triadimefon,TDL B,microsomes,0.837366651,2,2.89
90,Triadimefon,TDL B,microsomes,0.76078022,3,2.89
0,Triadimefon,TDL B,microsomes,3.951483646,1,50
0,Triadimefon,TDL B,microsomes,3.997004582,2,50
0,Triadimefon,TDL B,microsomes,3.271884585,3,50
15,Triadimefon,TDL B,microsomes,2.598887073,1,50
15,Triadimefon,TDL B,microsomes,2.355603277,2,50
15,Triadimefon,TDL B,microsomes,3.141649164,3,50
30,Triadimefon,TDL B,microsomes,3.674320887,1,50
30,Triadimefon,TDL B,microsomes,4.289723095,2,50
30,Triadimefon,TDL B,microsomes,4.280136564,3,50
60,Triadimefon,TDL B,microsomes,6.243599629,1,50
60,Triadimefon,TDL B,microsomes,6.734010485,2,50
60,Triadimefon,TDL B,microsomes,6.361017452,3,50
90,Triadimefon,TDL B,microsomes,7.195467955,1,50
90,Triadimefon,TDL B,microsomes,6.834134189,2,50
90,Triadimefon,TDL B,microsomes,6.9532999,3,50
0,Triadimefon,TDL B,microsomes,1.941666948,1,75
0,Triadimefon,TDL B,microsomes,1.681717791,2,75
0,Triadimefon,TDL B,microsomes,1.73936846,3,75
15,Triadimefon,TDL B,microsomes,2.526757358,1,75
15,Triadimefon,TDL B,microsomes,2.313637237,2,75
15,Triadimefon,TDL B,microsomes,2.49086012,3,75
30,Triadimefon,TDL B,microsomes,3.789628052,1,75
30,Triadimefon,TDL B,microsomes,3.174642429,2,75
30,Triadimefon,TDL B,microsomes,3.191438558,3,75
60,Triadimefon,TDL B,microsomes,5.432233942,1,75
60,Triadimefon,TDL B,microsomes,4.969157891,2,75
60,Triadimefon,TDL B,microsomes,5.064503301,3,75
90,Triadimefon,TDL B,microsomes,6.712664257,1,75
90,Triadimefon,TDL B,microsomes,6.597464296,2,75
90,Triadimefon,TDL B,microsomes,6.484914,3,75
0,Triadimefon,TDL B,microsomes,2.204827173,1,100
0,Triadimefon,TDL B,microsomes,3.695255037,2,100
0,Triadimefon,TDL B,microsomes,4.217693628,3,100
15,Triadimefon,TDL B,microsomes,2.987986855,1,100
15,Triadimefon,TDL B,microsomes,4.62322369,2,100
15,Triadimefon,TDL B,microsomes,5.738654903,3,100
30,Triadimefon,TDL B,microsomes,5.010985215,1,100
30,Triadimefon,TDL B,microsomes,6.920302664,2,100
30,Triadimefon,TDL B,microsomes,6.308852644,3,100
60,Triadimefon,TDL B,microsomes,8.11715413,1,100
60,Triadimefon,TDL B,microsomes,8.804687457,2,100
60,Triadimefon,TDL B,microsomes,8.950282552,3,100
90,Triadimefon,TDL B,microsomes,10.81651263,1,100
90,Triadimefon,TDL B,microsomes,11.45788264,2,100
90,Triadimefon,TDL B,microsomes,11.01782631,3,100
0,Triadimefon,TDL B,microsomes,2.580796931,1,125
0,Triadimefon,TDL B,microsomes,4.589962599,2,125
0,Triadimefon,TDL B,microsomes,4.339108289,3,125
15,Triadimefon,TDL B,microsomes,4.759629498,1,125
15,Triadimefon,TDL B,microsomes,6.081131385,2,125
15,Triadimefon,TDL B,microsomes,4.761075887,3,125
30,Triadimefon,TDL B,microsomes,6.970865526,1,125
30,Triadimefon,TDL B,microsomes,5.864292522,2,125
30,Triadimefon,TDL B,microsomes,8.990170569,3,125
60,Triadimefon,TDL B,microsomes,10.29254833,1,125
60,Triadimefon,TDL B,microsomes,11.89986315,2,125
60,Triadimefon,TDL B,microsomes,10.55439287,3,125
90,Triadimefon,TDL B,microsomes,12.66145718,1,125
90,Triadimefon,TDL B,microsomes,13.84087365,2,125
90,Triadimefon,TDL B,microsomes,12.77355717,3,125
0,Triadimefon,TDL B,microsomes,4.642200138,1,150
0,Triadimefon,TDL B,microsomes,4.107381982,2,150
0,Triadimefon,TDL B,microsomes,3.642209544,3,150
15,Triadimefon,TDL B,microsomes,6.090475637,1,150
15,Triadimefon,TDL B,microsomes,5.80525893,2,150
15,Triadimefon,TDL B,microsomes,8.98551562,3,150
30,Triadimefon,TDL B,microsomes,6.941039356,1,150
30,Triadimefon,TDL B,microsomes,7.206821805,2,150
30,Triadimefon,TDL B,microsomes,10.94796175,3,150
60,Triadimefon,TDL B,microsomes,13.80091931,1,150
60,Triadimefon,TDL B,microsomes,7.457397291,2,150
60,Triadimefon,TDL B,microsomes,9.668427529,3,150
90,Triadimefon,TDL B,microsomes,16.81467648,1,150
90,Triadimefon,TDL B,microsomes,18.96446187,2,150
90,Triadimefon,TDL B,microsomes,16.539466,3,150
0,Triadimefon,TDL B,microsomes,19.16500098,1,250
0,Triadimefon,TDL B,microsomes,25.91267967,3,250
15,Triadimefon,TDL B,microsomes,22.19280552,1,250
15,Triadimefon,TDL B,microsomes,17.62020275,3,250
30,Triadimefon,TDL B,microsomes,24.15778887,1,250
30,Triadimefon,TDL B,microsomes,20.49970666,3,250
60,Triadimefon,TDL B,microsomes,25.33183553,1,250
60,Triadimefon,TDL B,microsomes,23.63873667,2,250
60,Triadimefon,TDL B,microsomes,25.85088774,3,250
90,Triadimefon,TDL B,microsomes,28.34728168,1,250
90,Triadimefon,TDL B,microsomes,25.77673742,3,250
0,Atrazine,DIA,microsomes,0,1,50
0,Atrazine,DIA,microsomes,0,2,50
0,Atrazine,DIA,microsomes,0,3,50
15,Atrazine,DIA,microsomes,0.17588934,1,50
15,Atrazine,DIA,microsomes,0.162027282,2,50
15,Atrazine,DIA,microsomes,0.163356559,3,50
30,Atrazine,DIA,microsomes,0.343213005,1,50
30,Atrazine,DIA,microsomes,0.307927387,2,50
30,Atrazine,DIA,microsomes,0.309459105,3,50
60,Atrazine,DIA,microsomes,0.560097677,1,50
60,Atrazine,DIA,microsomes,0.54821645,2,50
60,Atrazine,DIA,microsomes,0.533109282,3,50
90,Atrazine,DIA,microsomes,0.73827321,1,50
90,Atrazine,DIA,microsomes,0.728694143,2,50
90,Atrazine,DIA,microsomes,0.726811372,3,50
0,Atrazine,DIA,microsomes,0,1,10
0,Atrazine,DIA,microsomes,0,2,10
0,Atrazine,DIA,microsomes,0,3,10
15,Atrazine,DIA,microsomes,0.037225886,1,10
15,Atrazine,DIA,microsomes,0.038369499,2,10
15,Atrazine,DIA,microsomes,0.046312162,3,10
30,Atrazine,DIA,microsomes,0.08490015,1,10
30,Atrazine,DIA,microsomes,0.083838648,2,10
30,Atrazine,DIA,microsomes,0.093345378,3,10
60,Atrazine,DIA,microsomes,0.209721193,1,10
60,Atrazine,DIA,microsomes,0.168743119,2,10
60,Atrazine,DIA,microsomes,0.161851994,3,10
60,Atrazine,DIA,microsomes,0.162150446,4,10
90,Atrazine,DIA,microsomes,0.222852555,2,10
90,Atrazine,DIA,microsomes,0.229604672,3,10
0,Atrazine,DIA,microsomes,0,1,100
0,Atrazine,DIA,microsomes,0,2,100
0,Atrazine,DIA,microsomes,0,3,100
15,Atrazine,DIA,microsomes,0.519984026,1,100
15,Atrazine,DIA,microsomes,0.456185794,2,100
15,Atrazine,DIA,microsomes,0.465640368,3,100
30,Atrazine,DIA,microsomes,0.969762496,1,100
30,Atrazine,DIA,microsomes,0.925948373,2,100
30,Atrazine,DIA,microsomes,0.828633383,3,100
60,Atrazine,DIA,microsomes,1.646101156,1,100
60,Atrazine,DIA,microsomes,1.493978674,2,100
60,Atrazine,DIA,microsomes,1.273473826,3,100
90,Atrazine,DIA,microsomes,2.097846916,1,100
90,Atrazine,DIA,microsomes,1.845660879,2,100
90,Atrazine,DIA,microsomes,1.775884862,3,100
0,Atrazine,DIA,microsomes,0,1,75
0,Atrazine,DIA,microsomes,0,2,75
0,Atrazine,DIA,microsomes,0,3,75
15,Atrazine,DIA,microsomes,0.105167732,1,75
15,Atrazine,DIA,microsomes,0.164272494,2,75
15,Atrazine,DIA,microsomes,0.177858813,3,75
30,Atrazine,DIA,microsomes,0.289730134,1,75
30,Atrazine,DIA,microsomes,0.302066953,2,75
30,Atrazine,DIA,microsomes,0.387892352,3,75
60,Atrazine,DIA,microsomes,0.703975509,1,75
60,Atrazine,DIA,microsomes,0.8027739,2,75
60,Atrazine,DIA,microsomes,0.718751156,3,75
90,Atrazine,DIA,microsomes,0.974859321,1,75
90,Atrazine,DIA,microsomes,1.104369407,2,75
90,Atrazine,DIA,microsomes,0.769135715,3,75
0,Atrazine,DIA,microsomes,0,1,125
0,Atrazine,DIA,microsomes,0,2,125
0,Atrazine,DIA,microsomes,0,3,125
15,Atrazine,DIA,microsomes,0.558156141,1,125
15,Atrazine,DIA,microsomes,0.453398653,2,125
15,Atrazine,DIA,microsomes,0.457441572,3,125
30,Atrazine,DIA,microsomes,0.819739976,2,125
30,Atrazine,DIA,microsomes,0.818340148,3,125
60,Atrazine,DIA,microsomes,1.39707951,2,125
60,Atrazine,DIA,microsomes,1.483198815,3,125
90,Atrazine,DIA,microsomes,1.818559552,1,125
90,Atrazine,DIA,microsomes,1.850457042,2,125
90,Atrazine,DIA,microsomes,1.741234977,3,125
0,Atrazine,DIA,microsomes,0,1,0.712
0,Atrazine,DIA,microsomes,0,2,0.712
0,Atrazine,DIA,microsomes,0,3,0.712
15,Atrazine,DIA,microsomes,0,1,0.712
15,Atrazine,DIA,microsomes,0,2,0.712
15,Atrazine,DIA,microsomes,0,3,0.712
30,Atrazine,DIA,microsomes,0,1,0.712
30,Atrazine,DIA,microsomes,0,2,0.712
30,Atrazine,DIA,microsomes,0,3,0.712
60,Atrazine,DIA,microsomes,0,1,0.712
60,Atrazine,DIA,microsomes,0,2,0.712
60,Atrazine,DIA,microsomes,0,3,0.712
90,Atrazine,DIA,microsomes,0,1,0.712
90,Atrazine,DIA,microsomes,0,2,0.712
90,Atrazine,DIA,microsomes,0,3,0.712
0,Atrazine,DIA,microsomes,0,1,3.1684
0,Atrazine,DIA,microsomes,0,2,3.1684
0,Atrazine,DIA,microsomes,0,3,3.1684
15,Atrazine,DIA,microsomes,0,1,3.1684
15,Atrazine,DIA,microsomes,0,2,3.1684
15,Atrazine,DIA,microsomes,0,3,3.1684
30,Atrazine,DIA,microsomes,0,1,3.1684
30,Atrazine,DIA,microsomes,0,2,3.1684
30,Atrazine,DIA,microsomes,0,3,3.1684
60,Atrazine,DIA,microsomes,0,1,3.1684
60,Atrazine,DIA,microsomes,0,2,3.1684
60,Atrazine,DIA,microsomes,0,3,3.1684
90,Atrazine,DIA,microsomes,0,1,3.1684
90,Atrazine,DIA,microsomes,0,2,3.1684
90,Atrazine,DIA,microsomes,0,3,3.1684
0,Atrazine,DIA,microsomes,0,1,250
0,Atrazine,DIA,microsomes,0,2,250
0,Atrazine,DIA,microsomes,0,3,250
15,Atrazine,DIA,microsomes,0.488073154,1,250
15,Atrazine,DIA,microsomes,0.494203709,2,250
15,Atrazine,DIA,microsomes,0.58569046,3,250
30,Atrazine,DIA,microsomes,0.731173258,1,250
30,Atrazine,DIA,microsomes,0.714667917,3,250
60,Atrazine,DIA,microsomes,1.145221545,1,250
60,Atrazine,DIA,microsomes,1.154181588,2,250
90,Atrazine,DIA,microsomes,1.638731263,1,250
90,Atrazine,DIA,microsomes,1.563749853,2,250
90,Atrazine,DIA,microsomes,1.475092589,3,250
0,Atrazine,DIA,microsomes,0,1,150
0,Atrazine,DIA,microsomes,0,2,150
0,Atrazine,DIA,microsomes,0,3,150
